,jd,RA,Decl,magsky
2799,2456293.78,102.970875,-0.36694444,19.5870358528
2800,2456293.52,72.92666667,-0.16927778,16.2928996466
2801,2456292.85,133.141875,-0.6635,18.7135850347
2802,2456293.78,103.00783333,-0.45597222,19.5599019398
2803,2456293.78,103.01404167,-0.45508333,19.5512918234
2804,2456293.78,103.02004167,-0.36541667,19.6212492876
2805,2456293.78,103.04141667,-0.39219444,19.6049084401
2806,2456293.78,103.078625,-0.39241667,19.6185087059
2807,2456294.53,58.708125,0.16905556,18.5804193309
2808,2456294.53,58.71533333,0.08930556,18.5717397784
2809,2456294.53,58.7655,0.05736111,18.5751206284
2810,2456294.53,58.76945833,0.05216667,18.5774357479
2811,2456294.79,103.00783333,-0.45597222,19.9242473483
2812,2456294.79,103.01404167,-0.45508333,19.9181852463
2813,2456294.79,103.04141667,-0.39219444,19.9932659712
2814,2456294.79,103.078625,-0.39241667,20.0261496533
2815,2456295.53,28.65720833,0.71680556,18.702952228
2816,2456295.53,28.77175,0.76180556,18.7169270588
2817,2456295.69,103.00783333,-0.45597222,20.6555854401
2818,2456295.69,103.01404167,-0.45508333,20.6603474439
2819,2456295.69,103.04141667,-0.39219444,20.8473790678
2820,2456295.69,103.078625,-0.39241667,20.9514278653
2821,2456295.84,133.39779167,-0.61138889,20.1596929273
2822,2456295.84,133.477125,-0.53944444,20.2110426735
2823,2456295.55,58.35683333,0.03891667,22.5167735984
2824,2456296.52,28.65720833,0.71680556,17.2276805131
2825,2456296.52,28.77175,0.76180556,17.2255059965
2826,2456296.65,58.708125,0.16905556,22.241909859
2827,2456296.65,58.71533333,0.08930556,22.266419594
2828,2456296.76,133.39779167,-0.61138889,20.7828699491
2829,2456296.76,133.477125,-0.53944444,20.8411524078
2830,2456297.54,28.65720833,0.71680556,20.9991413986
2831,2456297.54,28.77175,0.76180556,21.1104507134
2832,2456297.66,44.3385,0.31080556,22.2360734482
2833,2456297.66,44.44575,0.26741667,22.4783485095
2834,2456298.53,28.65720833,0.71680556,18.2466447892
2835,2456298.53,28.77175,0.76180556,18.2503502041
2836,2456298.7,58.30516667,0.273,22.4059402324
2837,2456298.7,58.33579167,0.27630556,22.527316218
2838,2456299.53,28.77175,0.76180556,18.6751237871
2839,2456299.53,28.65720833,0.71680556,18.6715421686
2840,2456298.76,133.39779167,-0.61138889,21.7176097482
2841,2456298.76,133.477125,-0.53944444,21.7955295619
2842,2456299.65,58.30516667,0.273,22.199459109
2843,2456299.65,58.33579167,0.27630556,22.3498632081
2844,2456299.81,133.39779167,-0.61138889,21.8596012621
2845,2456299.81,133.477125,-0.53944444,21.9720818622
2846,2456300.53,58.708125,0.16905556,20.0390764166
2847,2456300.53,58.71533333,0.08930556,20.037089056
2848,2456301.73,72.92666667,-0.16927778,21.8795318674
2849,2456301.67,102.970875,-0.36694444,22.2337928672
2850,2456301.67,102.995875,-0.35877778,22.5323084179
2851,2456301.67,103.00783333,-0.45597222,21.6812609058
2852,2456301.67,103.01404167,-0.45508333,21.6084468406
2853,2456301.67,103.02004167,-0.36541667,22.3094468079
2854,2456301.67,103.04141667,-0.39219444,22.5743422086
2855,2456301.67,103.078625,-0.39241667,22.6032968623
2856,2456301.8,102.970875,-0.36694444,22.6792534525
2857,2456301.8,103.00783333,-0.45597222,21.8005469636
2858,2456301.8,103.01404167,-0.45508333,21.8729561343
2859,2456301.8,103.02004167,-0.36541667,22.4029011765
2860,2456301.8,103.04141667,-0.39219444,22.4275780381
2861,2456301.8,103.078625,-0.39241667,23.781526154
2862,2456301.68,133.39779167,-0.61138889,22.2662815845
2863,2456301.68,133.477125,-0.53944444,22.4652452282
2864,2456304.53,44.3385,0.31080556,19.0228494393
2865,2456304.53,44.44575,0.26741667,19.022718434
2866,2456304.71,72.92666667,-0.16927778,22.0832484557
2867,2456304.81,102.970875,-0.36694444,22.4771635089
2868,2456304.81,103.00783333,-0.45597222,21.9888667732
2869,2456304.81,103.01404167,-0.45508333,21.6345943956
2870,2456304.81,103.02004167,-0.36541667,22.6050447751
2871,2456304.81,103.04141667,-0.39219444,22.4121299131
2872,2456304.81,103.078625,-0.39241667,22.8212460784
2873,2456305.53,44.3385,0.31080556,19.0292849287
2874,2456305.53,44.44575,0.26741667,19.0266113996
2875,2456305.69,58.708125,0.16905556,22.4204343004
2876,2456305.69,58.71533333,0.08930556,22.2701452039
2877,2456305.69,58.7655,0.05736111,22.4450412501
2878,2456305.69,58.76945833,0.05216667,22.4204343004
2879,2456305.72,72.92666667,-0.16927778,21.9942629823
2880,2456305.85,133.39779167,-0.61138889,22.5219086984
2881,2456305.85,133.477125,-0.53944444,22.9293326449
2882,2456306.53,28.65720833,0.71680556,18.8015019833
2883,2456306.53,28.77175,0.76180556,18.8278261767
2884,2456306.68,58.93491667,0.11763889,22.3831723755
2885,2456306.68,59.05558333,0.14638889,22.3701172864
2886,2456306.7,72.92666667,-0.16927778,22.0943620343
2887,2456307.53,28.65720833,0.71680556,19.8569859477
2888,2456307.53,28.77175,0.76180556,19.8914475899
2889,2456307.66,58.708125,0.16905556,22.4007473193
2890,2456307.66,58.71533333,0.08930556,22.4393685819
2891,2456307.66,58.7655,0.05736111,22.7287729428
2892,2456307.66,58.76945833,0.05216667,22.5242594899
2893,2456307.69,58.93491667,0.11763889,22.2978947758
2894,2456307.69,59.05558333,0.14638889,22.4839818334
2895,2456307.73,102.970875,-0.36694444,22.4586807472
2896,2456307.73,102.995875,-0.35877778,22.4328286116
2897,2456307.73,103.00783333,-0.45597222,21.9225286739
2898,2456307.73,103.01404167,-0.45508333,21.9631977646
2899,2456307.73,103.02004167,-0.36541667,22.7240926045
2900,2456307.73,103.04141667,-0.39219444,23.3069169784
2901,2456307.73,103.078625,-0.39241667,23.0994813574
2902,2456308.53,44.3385,0.31080556,19.6305676528
2903,2456308.53,44.44575,0.26741667,19.6451682341
2904,2456308.53,44.3385,0.31080556,19.9497984821
2905,2456308.53,44.44575,0.26741667,19.9663929545
2906,2456308.6,133.141875,-0.6635,22.0726851396
2907,2456308.61,133.39779167,-0.61138889,22.8994780678
2908,2456308.61,133.477125,-0.53944444,22.477196436
2909,2456308.61,133.39779167,-0.61138889,22.4832451156
2910,2456308.61,133.477125,-0.53944444,22.682411992
2911,2456314.61,73.24525,-0.24480556,18.9842141129
2912,2456316.58,72.92666667,-0.16927778,18.9249001394
2913,2456316.61,133.141875,-0.6635,19.2009386132
2914,2456316.58,133.39779167,-0.61138889,18.985153302
2915,2456316.58,133.477125,-0.53944444,19.0073633947
2916,2456317.74,102.95654167,-0.35436111,18.5056784067
2917,2456317.74,102.970875,-0.36694444,18.4950109811
2918,2456317.74,102.995875,-0.35877778,18.5184836739
2919,2456317.74,103.00783333,-0.45597222,18.4874080018
2920,2456317.74,103.0095,-0.35438889,18.4923603578
2921,2456317.74,103.01404167,-0.45508333,18.4910375949
2922,2456317.74,103.02004167,-0.36541667,18.5009985224
2923,2456317.74,103.04141667,-0.39219444,18.5167900182
2924,2456317.74,103.078625,-0.39241667,18.5086976092
2925,2456318.73,102.970875,-0.36694444,18.2584705402
2926,2456318.73,103.00783333,-0.45597222,18.2226187286
2927,2456318.73,103.01404167,-0.45508333,18.2208050734
2928,2456318.73,103.02004167,-0.36541667,18.2765777746
2929,2456318.73,103.04141667,-0.39219444,18.2475370891
2930,2456318.73,103.078625,-0.39241667,18.2828639804
2931,2456318.76,133.141875,-0.6635,18.4736262196
2932,2456320.61,44.3385,0.31080556,18.8466706791
2933,2456320.61,44.44575,0.26741667,18.8582362362
2934,2456320.64,58.708125,0.16905556,18.9475940618
2935,2456320.64,58.71533333,0.08930556,18.938107501
2936,2456320.64,58.7655,0.05736111,18.9486665589
2937,2456320.64,58.76945833,0.05216667,18.9427218649
2938,2456320.61,102.970875,-0.36694444,18.8012474682
2939,2456320.61,103.00783333,-0.45597222,18.7745995903
2940,2456320.61,103.01404167,-0.45508333,18.7906848186
2941,2456320.61,103.02004167,-0.36541667,18.8008052931
2942,2456320.61,103.04141667,-0.39219444,18.8267532495
2943,2456320.61,103.078625,-0.39241667,18.8244917176
2944,2456320.72,133.141875,-0.6635,18.0669472374
2945,2456320.64,133.39779167,-0.61138889,18.0354454716
2946,2456320.64,133.477125,-0.53944444,18.0523959031
2947,2456319.64,58.708125,0.16905556,18.4744146237
2948,2456319.64,58.71533333,0.08930556,18.4637488111
2949,2456319.64,58.7655,0.05736111,18.4693004985
2950,2456319.64,58.76945833,0.05216667,18.4659814387
2951,2456319.63,102.970875,-0.36694444,18.1811829757
2952,2456319.63,103.00783333,-0.45597222,18.1464760852
2953,2456319.63,103.01404167,-0.45508333,18.1565258619
2954,2456319.63,103.02004167,-0.36541667,18.1794210371
2955,2456319.63,103.04141667,-0.39219444,18.1806792591
2956,2456319.63,103.078625,-0.39241667,18.1895279754
2957,2456321.6,44.3385,0.31080556,19.269305853
2958,2456321.6,44.44575,0.26741667,19.2699408938
2959,2456321.6,102.970875,-0.36694444,19.4686142011
2960,2456321.6,102.995875,-0.35877778,19.4865876153
2961,2456321.6,103.00783333,-0.45597222,19.3995556678
2962,2456321.6,103.01404167,-0.45508333,19.3927342544
2963,2456321.6,103.02004167,-0.36541667,19.4557269087
2964,2456321.6,103.04141667,-0.39219444,19.4477494299
2965,2456321.6,103.078625,-0.39241667,19.4573295083
2966,2456321.86,133.141875,-0.6635,18.3507042752
2967,2456321.66,133.39779167,-0.61138889,18.7739833246
2968,2456321.66,133.477125,-0.53944444,18.7893382083
2969,2456586.77705,103.07691667,-0.33872222,19.2393719675
2970,2456586.77705,103.078625,-0.39241667,19.2392027741
2971,2456586.77705,103.05554167,-0.32783333,19.2363311557
2972,2456586.77705,103.06875,-0.328,19.2142883893
2973,2456586.77705,103.04795833,-0.32116667,19.240048876
2974,2456586.77705,103.05716667,-0.32222222,19.242082137
2975,2456586.77705,103.02004167,-0.36541667,19.2264234171
2976,2456586.77705,103.04141667,-0.39219444,19.2410649659
2977,2456586.77705,103.01404167,-0.45508333,19.2177653821
2978,2456586.77705,103.01883333,-0.32727778,19.2299395528
2979,2456586.77705,103.00783333,-0.45597222,19.1978822717
2980,2456586.77705,103.0095,-0.35438889,19.2380194155
2981,2456322.55,58.30516667,0.273,21.3716116202
2982,2456322.55,58.33579167,0.27630556,21.424309322
2983,2456322.68,72.92666667,-0.16927778,19.4836817897
2984,2456324.65,133.141875,-0.6635,20.3890407992
2985,2456324.61,133.39779167,-0.61138889,20.9765841445
2986,2456324.61,133.477125,-0.53944444,21.0957742968
2987,2456324.89,249.449125,-0.55141667,16.619243089
2988,2456325.6,133.477125,-0.53944444,23.0908772399
2989,2456325.6,133.39779167,-0.61138889,22.6020776762
2990,2456325.68,73.24525,-0.24480556,20.3593822377
2991,2456326.52,58.30516667,0.273,19.4912037504
2992,2456326.52,58.33579167,0.27630556,19.5015740158
2993,2456327.67,72.92666667,-0.16927778,22.0522081993
2994,2456327.53,73.24525,-0.24480556,20.3765299813
2995,2456327.58,133.141875,-0.6635,21.0462716797
2996,2456328.52,58.30516667,0.273,19.6133064666
2997,2456328.52,58.33579167,0.27630556,19.6333926061
2998,2456328.68,102.970875,-0.36694444,22.6865161658
2999,2456328.68,102.995875,-0.35877778,23.0322729787
3000,2456328.68,103.00783333,-0.45597222,21.738733301
3001,2456328.68,103.01404167,-0.45508333,22.0106132524
3002,2456328.68,103.02004167,-0.36541667,23.2034164155
3003,2456328.68,103.04141667,-0.39219444,22.987951037
3004,2456328.6,133.39779167,-0.61138889,22.5875758795
3005,2456328.6,133.477125,-0.53944444,22.763199463
3006,2456329.59,44.3385,0.31080556,22.1466474403
3007,2456329.59,44.44575,0.26741667,22.3713369063
3008,2456329.62,58.93491667,0.11763889,22.3667631539
3009,2456329.62,59.05558333,0.14638889,22.6525192342
3010,2456329.63,73.24525,-0.24480556,22.4506815527
3011,2456329.75,133.39779167,-0.61138889,22.6895433249
3012,2456329.75,133.477125,-0.53944444,22.8826816612
3013,2456330.6,44.3385,0.31080556,22.3583512022
3014,2456330.6,44.44575,0.26741667,22.3318326076
3015,2456330.62,58.93491667,0.11763889,22.3672587711
3016,2456330.62,59.05558333,0.14638889,22.5219357455
3017,2456330.62,72.92666667,-0.16927778,22.6527824755
3018,2456331.58,44.3385,0.31080556,22.2420266511
3019,2456331.58,44.44575,0.26741667,22.3420395311
3020,2456331.59,58.708125,0.16905556,22.4108422265
3021,2456331.59,58.71533333,0.08930556,22.3516055413
3022,2456331.59,58.7655,0.05736111,22.5630943271
3023,2456331.59,58.76945833,0.05216667,22.4210369977
3024,2456331.61,72.92666667,-0.16927778,22.2051316421
3025,2456331.57,102.95654167,-0.35436111,22.6430514864
3026,2456331.57,102.970875,-0.36694444,22.2451694249
3027,2456331.57,102.995875,-0.35877778,22.5411890655
3028,2456331.57,103.00783333,-0.45597222,22.0329166019
3029,2456331.57,103.0095,-0.35438889,22.6792461185
3030,2456331.57,103.01404167,-0.45508333,21.9736799952
3031,2456331.57,103.02004167,-0.36541667,22.4043421323
3032,2456331.57,103.04141667,-0.39219444,22.6253968672
3033,2456331.57,103.078625,-0.39241667,23.4503811358
3034,2456331.75,133.39779167,-0.61138889,22.3512553723
3035,2456331.75,133.477125,-0.53944444,22.6177485687
3036,2456332.63,58.708125,0.16905556,22.3544396239
3037,2456332.63,58.71533333,0.08930556,22.3603726176
3038,2456332.63,58.7655,0.05736111,22.5878755154
3039,2456332.63,58.76945833,0.05216667,22.4998422132
3040,2456332.59,102.95654167,-0.35436111,22.4513083283
3041,2456332.59,102.970875,-0.36694444,22.8056889604
3042,2456332.59,102.98225,-0.34861111,22.5520448018
3043,2456332.59,102.995875,-0.35877778,22.7499979169
3044,2456332.59,103.00783333,-0.45597222,21.8378390965
3045,2456332.59,103.0095,-0.35438889,23.2748717618
3046,2456332.59,103.01404167,-0.45508333,22.1219165886
3047,2456332.59,103.02004167,-0.36541667,22.9053677667
3048,2456332.59,103.04141667,-0.39219444,22.3718287413
3049,2456332.59,103.078625,-0.39241667,23.1902260915
3050,2456332.76,133.39779167,-0.61138889,22.4275565575
3051,2456332.76,133.477125,-0.53944444,23.0055742686
3052,2456336.51,73.24525,-0.24480556,17.9161310209
3053,2456336.81,133.141875,-0.6635,21.5070573031
3054,2456337.55,72.92666667,-0.16927778,21.9128355629
3055,2456337.63,73.24525,-0.24480556,22.4815394591
3056,2456338.57,58.93491667,0.11763889,22.1399246862
3057,2456338.57,59.05558333,0.14638889,22.4017630014
3058,2456338.58,58.93491667,0.11763889,22.1469979046
3059,2456338.58,59.05558333,0.14638889,22.4429116835
3060,2456338.51,72.92666667,-0.16927778,17.5058622562
3061,2456338.67,103.00783333,-0.45597222,21.961351106
3062,2456338.67,103.01404167,-0.45508333,22.1160685449
3063,2456338.67,103.04141667,-0.39219444,23.279917028
3064,2456338.67,103.078625,-0.39241667,27.2293760302
3065,2456338.67,102.995875,-0.35877778,22.2965563746
3066,2456338.67,103.00783333,-0.45597222,21.8184938381
3067,2456338.67,103.01404167,-0.45508333,21.9279411347
3068,2456338.67,103.02004167,-0.36541667,22.3681693314
3069,2456338.67,103.04141667,-0.39219444,22.5417228474
3070,2456338.67,103.078625,-0.39241667,23.072481407
3071,2456339.51,72.92666667,-0.16927778,17.2236718568
3072,2456339.6,73.24525,-0.24480556,21.8793252807
3073,2456339.6,73.24525,-0.24480556,21.8311812887
3074,2456339.89,266.02825,-0.41605556,20.1629709348
3075,2456339.89,266.05108333,-0.34241667,20.2107223676
3076,2456340.51,72.92666667,-0.16927778,18.1600875903
3077,2456340.88,266.02825,-0.41605556,21.783585341
3078,2456340.88,266.05108333,-0.34241667,21.8663481949
3079,2456341.63,72.92666667,-0.16927778,20.5747710634
3080,2456341.51,73.24525,-0.24480556,17.9189193721
3081,2456341.63,102.970875,-0.36694444,21.3226560444
3082,2456341.63,102.995875,-0.35877778,21.2813333303
3083,2456341.63,103.00783333,-0.45597222,20.9270098362
3084,2456341.63,103.0095,-0.35438889,21.1989426453
3085,2456341.63,103.01404167,-0.45508333,20.9205278158
3086,2456341.63,103.02004167,-0.36541667,21.3179862084
3087,2456341.63,103.04141667,-0.39219444,21.4002415543
3088,2456341.63,103.078625,-0.39241667,21.3852656599
3089,2456342.51,72.92666667,-0.16927778,17.4697832046
3090,2456342.62,73.24525,-0.24480556,20.1525850566
3091,2456342.77,133.141875,-0.6635,21.7171869032
3092,2456343.63,72.92666667,-0.16927778,19.6982105572
3093,2456343.79,133.39779167,-0.61138889,22.3774937918
3094,2456343.79,133.477125,-0.53944444,22.7325763589
3095,2456344.58,58.93491667,0.11763889,19.6224845921
3096,2456344.58,59.05558333,0.14638889,19.6337712858
3097,2456344.6,72.92666667,-0.16927778,19.5527703754
3098,2456351.92,266.333125,-0.431,13.623816448
3099,2456351.92,266.426875,-0.35983333,13.6221335534
3100,2456351.9,280.747125,0.51927778,18.2821937806
3101,2456351.9,280.7605,0.51586111,18.2936430167
3102,2456351.9,280.78195833,0.46716667,18.2804074032
3103,2456351.9,280.79216667,0.46186111,18.2783600437
3104,2456351.9,280.798875,0.50141667,18.2780961914
3105,2456351.9,280.79879167,0.49538889,18.2746713329
3106,2456351.9,280.82891667,0.50766667,18.2719130007
3107,2456351.9,280.82975,0.49072222,18.2886357694
3108,2456352.89,280.747125,0.51927778,19.3757009824
3109,2456352.89,280.7605,0.51586111,19.3773748548
3110,2456352.89,280.78195833,0.46716667,19.3714347606
3111,2456352.89,280.79216667,0.46186111,19.3786786605
3112,2456352.89,280.798875,0.50141667,19.3742151648
3113,2456352.89,280.79879167,0.49538889,19.3653429178
3114,2456352.89,280.82891667,0.50766667,19.3609337999
3115,2456352.89,280.82975,0.49072222,19.378305995
3116,2456353.57,58.708125,0.16905556,21.9535192254
3117,2456353.57,58.71533333,0.08930556,21.9209350962
3118,2456353.57,58.7655,0.05736111,22.0155781738
3119,2456353.57,58.76945833,0.05216667,21.9515751585
3120,2456353.61,133.39779167,-0.61138889,20.6124399265
3121,2456353.61,133.477125,-0.53944444,20.6340983267
3122,2456353.91,266.02825,-0.41605556,17.6046743629
3123,2456353.91,266.05108333,-0.34241667,17.5970551172
3124,2456354.63,133.39779167,-0.61138889,21.2254262871
3125,2456354.63,133.477125,-0.53944444,21.3898254105
3126,2456354.82,249.449125,-0.55141667,19.7023296051
3127,2456354.9,280.747125,0.51927778,18.5627664658
3128,2456354.9,280.7605,0.51586111,18.5725580589
3129,2456354.9,280.78195833,0.46716667,18.5631085455
3130,2456354.9,280.79216667,0.46186111,18.573334817
3131,2456354.9,280.798875,0.50141667,18.5735074835
3132,2456354.9,280.79879167,0.49538889,18.574630716
3133,2456354.9,280.82891667,0.50766667,18.5631940986
3134,2456354.9,280.82975,0.49072222,18.5729031722
3135,2456357.59,72.92666667,-0.16927778,22.0976900408
3136,2456357.68,133.39779167,-0.61138889,22.5082681261
3137,2456357.68,133.477125,-0.53944444,22.5487349898
3138,2456360.58,72.92666667,-0.16927778,21.8024418261
3139,2456360.87,280.747125,0.51927778,22.0651920772
3140,2456360.87,280.7605,0.51586111,22.1524652279
3141,2456360.87,280.78195833,0.46716667,21.9382919815
3142,2456360.87,280.79216667,0.46186111,21.9701691598
3143,2456360.87,280.798875,0.50141667,22.135852506
3144,2456360.87,280.79879167,0.49538889,21.9661329649
3145,2456360.87,280.82891667,0.50766667,21.8643005701
3146,2456360.87,280.82975,0.49072222,22.0807505258
3147,2456364.58,72.92666667,-0.16927778,22.0658675996
3148,2456364.58,72.92666667,-0.16927778,22.0594996333
3149,2456364.58,72.92666667,-0.16927778,21.9977935306
3150,2456364.93,280.747125,0.51927778,14.2069285056
3151,2456364.93,280.7605,0.51586111,14.20714686
3152,2456364.93,280.78195833,0.46716667,14.2110155061
3153,2456364.93,280.79216667,0.46186111,14.2111235822
3154,2456364.93,280.798875,0.50141667,14.2098323477
3155,2456364.93,280.79879167,0.49538889,14.2110865005
3156,2456364.93,280.82891667,0.50766667,14.2105356247
3157,2456364.93,280.82975,0.49072222,14.2116068151
3158,2456367.55,72.92666667,-0.16927778,21.9368354923
3159,2456367.55,72.92666667,-0.16927778,22.0142083309
3160,2456367.8,249.449125,-0.55141667,22.1198155146
3161,2456367.89,266.02825,-0.41605556,22.1032952432
3162,2456367.89,266.05108333,-0.34241667,22.3388682253
3163,2456368.8,266.02825,-0.41605556,21.8930634981
3164,2456368.8,266.05108333,-0.34241667,21.8633154046
3165,2456368.8,266.02825,-0.41605556,21.9785987345
3166,2456368.8,266.05108333,-0.34241667,22.2425967749
3167,2456368.8,266.02825,-0.41605556,22.0811909145
3168,2456368.8,266.05108333,-0.34241667,22.1588972722
3169,2456372.84,280.82975,0.49072222,22.238823747
3170,2456372.84,280.82891667,0.50766667,22.1618592651
3171,2456372.84,280.79879167,0.49538889,22.1080873864
3172,2456372.84,280.798875,0.50141667,22.2465697482
3173,2456372.84,280.79216667,0.46186111,22.2285807643
3174,2456372.84,280.78195833,0.46716667,22.1172498721
3175,2456372.84,280.7605,0.51586111,22.2260351377
3176,2456372.84,280.747125,0.51927778,22.2260351377
3177,2456372.88,249.449125,-0.55141667,21.8816783871
3178,2456611.60872,73.24525,-0.24480556,19.0236512078
3179,2456611.59186,28.77175,0.76180556,18.8498180853
3180,2456611.51939,28.77175,0.76180556,18.6531395124
3181,2456611.51939,28.65720833,0.71680556,18.684128038
3182,2456610.75934,73.24525,-0.24480556,20.0786543614
3183,2456610.61751,58.78908333,0.02236111,19.489309193
3184,2456610.61751,58.76945833,0.05216667,19.4934882915
3185,2456610.61751,58.7655,0.05736111,19.4901876439
3186,2456610.61751,58.708125,0.16905556,19.4950320941
3187,2456610.61751,58.71533333,0.08930556,19.4886507094
3188,2456610.76305,28.77175,0.76180556,19.1437054532
3189,2456609.80843,58.78908333,0.02236111,22.3785277689
3190,2456609.80843,58.76945833,0.05216667,22.3649232733
3191,2456609.80843,58.7655,0.05736111,22.3732751237
3192,2456609.80843,58.71533333,0.08930556,22.3271101993
3193,2456609.80843,58.708125,0.16905556,22.317112615
3194,2456609.67632,58.33579167,0.27630556,20.1423233251
3195,2456609.81542,44.44575,0.26741667,22.2439973291
3196,2456609.81542,44.3385,0.31080556,22.1478990144
3197,2456609.74791,14.32083333,0.61352778,19.291235362
3198,2456609.74791,14.19525,0.64191667,19.3130659948
3199,2456608.82222,103.078625,-0.39241667,22.2938631556
3200,2456608.82222,103.07691667,-0.33872222,22.1450051043
3201,2456608.82222,103.06875,-0.328,22.4567499159
3202,2456608.82222,103.05554167,-0.32783333,22.4591600412
3203,2456608.82222,103.06454167,-0.32930556,22.5314860763
3204,2456608.82222,103.05716667,-0.32222222,22.4471627885
3205,2456608.82222,103.04795833,-0.32116667,22.3232659057
3206,2456608.82222,103.04141667,-0.39219444,22.2835521534
3207,2456608.82222,103.01883333,-0.32727778,21.9950685838
3208,2456608.82222,103.02004167,-0.36541667,22.4615755285
3209,2456608.82222,103.01404167,-0.45508333,21.4749783151
3210,2456608.82222,103.0095,-0.35438889,22.4567499159
3211,2456608.82222,103.00783333,-0.45597222,21.2268712365
3212,2456608.82222,102.98225,-0.34861111,22.435296769
3213,2456608.82222,102.995875,-0.35877778,22.4810948896
3214,2456608.82222,102.970875,-0.36694444,22.5135818499
3215,2456608.82222,102.96829167,-0.34533333,22.3667011045
3216,2456608.82222,102.96579167,-0.33775,22.3981738917
3217,2456608.82222,102.952625,-0.34236111,22.5628830152
3218,2456608.82222,102.95654167,-0.35436111,22.5263404023
3219,2456608.82222,102.92904167,-0.37191667,22.4050384695
3220,2456608.57396,58.78908333,0.02236111,20.104075606
3221,2456608.57396,58.76945833,0.05216667,20.112990422
3222,2456608.57396,58.71533333,0.08930556,20.0771341046
3223,2456608.57396,58.7655,0.05736111,20.1105283544
3224,2456608.57396,58.708125,0.16905556,20.0863358906
3225,2456608.55214,44.44575,0.26741667,20.0666414498
3226,2456608.55214,44.3385,0.31080556,20.0517029221
3227,2456608.6887,14.32083333,0.61352778,20.0041733437
3228,2456608.6887,14.19525,0.64191667,20.0041733437
3229,2456375.88,249.449125,-0.55141667,22.0366455592
3230,2456375.9,280.747125,0.51927778,22.0159957692
3231,2456375.9,280.7605,0.51586111,22.0549659789
3232,2456375.9,280.78195833,0.46716667,21.9987340328
3233,2456375.9,280.79216667,0.46186111,22.0842131388
3234,2456375.9,280.798875,0.50141667,22.0658415473
3235,2456375.9,280.79879167,0.49538889,22.0056057971
3236,2456375.9,280.82891667,0.50766667,21.8912121036
3237,2456375.9,280.82975,0.49072222,22.0991375682
3238,2456376.54,72.92666667,-0.16927778,19.5417189665
3239,2456376.58,102.970875,-0.36694444,19.0504517541
3240,2456376.58,102.995875,-0.35877778,19.0427922759
3241,2456376.58,103.00783333,-0.45597222,19.0139212265
3242,2456376.58,103.01404167,-0.45508333,19.0058993206
3243,2456376.58,103.02004167,-0.36541667,19.0665848318
3244,2456376.58,103.04141667,-0.39219444,19.0536593223
3245,2456376.58,103.078625,-0.39241667,19.0504517541
3246,2456376.92,280.747125,0.51927778,16.3781843605
3247,2456376.92,280.7605,0.51586111,16.3805409424
3248,2456376.92,280.78195833,0.46716667,16.3839366025
3249,2456376.92,280.79216667,0.46186111,16.3830576094
3250,2456376.92,280.798875,0.50141667,16.3820114932
3251,2456376.92,280.79879167,0.49538889,16.3847257856
3252,2456376.92,280.82975,0.49072222,16.3854895375
3253,2456378.92,280.747125,0.51927778,18.1589863245
3254,2456378.92,280.7605,0.51586111,18.1673329246
3255,2456378.92,280.78195833,0.46716667,18.1661365774
3256,2456378.92,280.79216667,0.46186111,18.179089712
3257,2456378.92,280.798875,0.50141667,18.165860706
3258,2456378.92,280.79879167,0.49538889,18.1715766012
3259,2456378.92,280.82891667,0.50766667,18.1685305212
3260,2456378.92,280.82975,0.49072222,18.180766384
3261,2456379.72,249.449125,-0.55141667,18.0356232788
3262,2456379.72,249.449125,-0.55141667,18.0221382444
3263,2456379.56,133.477125,-0.53944444,18.9178857615
3264,2456379.56,133.39779167,-0.61138889,18.8932766823
3265,2456379.55,133.477125,-0.53944444,18.9212851876
3266,2456379.55,133.39779167,-0.61138889,18.9070039557
3267,2456379.55,133.477125,-0.53944444,18.9446106044
3268,2456379.55,133.39779167,-0.61138889,18.9029047009
3269,2456379.55,133.477125,-0.53944444,18.9220420792
3270,2456379.55,133.39779167,-0.61138889,18.9300213166
3271,2456381.57,103.00783333,-0.45597222,19.6212156906
3272,2456381.57,103.01404167,-0.45508333,19.6884374655
3273,2456381.57,103.04141667,-0.39219444,19.7745667667
3274,2456381.57,103.078625,-0.39241667,19.8368234724
3275,2456381.57,102.970875,-0.36694444,19.6957068569
3276,2456381.57,102.995875,-0.35877778,19.7263525366
3277,2456381.57,103.00783333,-0.45597222,19.6568167544
3278,2456381.57,103.0095,-0.35438889,19.7051253665
3279,2456381.57,103.01404167,-0.45508333,19.6428328989
3280,2456381.57,103.02004167,-0.36541667,19.7242110975
3281,2456381.57,103.04141667,-0.39219444,19.6957068569
3282,2456381.57,103.078625,-0.39241667,19.7349609873
3283,2456381.84,266.02825,-0.41605556,19.2644104127
3284,2456381.84,266.05108333,-0.34241667,19.2728385479
3285,2456381.84,266.02825,-0.41605556,19.2601688873
3286,2456381.84,266.05108333,-0.34241667,19.273018092
3287,2456381.85,266.02825,-0.41605556,19.2907270208
3288,2456381.85,266.05108333,-0.34241667,19.2974854639
3289,2456381.85,266.02825,-0.41605556,19.281840528
3290,2456381.85,266.05108333,-0.34241667,19.3015129113
3291,2456381.81,280.747125,0.51927778,19.0758688066
3292,2456381.81,280.7605,0.51586111,19.0757302284
3293,2456381.81,280.78195833,0.46716667,19.0658009948
3294,2456381.81,280.79216667,0.46186111,19.0830978663
3295,2456381.81,280.798875,0.50141667,19.0785046289
